rowid,kepid,tce_planet_num,tce_period,tce_time0bk,tce_duration,av_training_set,campaign,tce_depth,tce_impact
16044,245939468,1,28.45457944,2930.687815,3.889427534, J,12,0.030865387,0.652469099
16045,245939501,1,0.163479909,2905.582999,0.094164428, J,12,0.0408742,0.01
16046,245939516,1,28.8861713,2905.74115,2.503653133, J,12,0.022977733,0.811833241
16047,245939537,1,0.155388716,2905.656753,0.615039215, J,12,0.059707566,0.016489062
16048,245939657,1,13.80070516,2916.877392,3.141911623, J,12,0.036930835,0.746631478
16049,245939729,1,26.69612437,2905.724193,3.613150181, J,12,0.044586031,0.000680468
16050,245939801,1,26.2894948,2930.778543,2.37352192, J,12,0.212918641,0.066613114
16051,245939802,1,28.38909208,2930.748227,3.831609274, J,12,0.044149534,0.365773946
16052,245939899,1,9.786504925,2915.078081,3.733542095, J,12,0.019054048,0.075669174
16053,245939942,1,26.37015875,2930.741211,3.370061042, J,12,0.047912605,0.558837449
16054,245940032,1,0.10212411,2905.629259,0.058823487, J,12,0.936920718,0.01
16055,245940122,1,32.01873981,2934.700907,3.765620691, J,12,0.027833462,0.570090312
16056,245940125,1,9.770301641,2915.112273,1.80894895, J,12,0.034408964,0.666367382
16057,245940260,1,0.102185674,2905.670146,0.058858948, J,12,0.109848228,0.01
16058,245940389,1,28.90550749,2905.728925,3.331142318, J,12,0.043841762,0.926904988
16059,245940426,1,24.98441661,2905.73491,4.145767194, J,12,0.036299682,0.000501082
16060,245940641,1,14.433779,2905.746224,3.560385747, J,12,0.037041118,0.100378438
16061,245940666,1,10.57380415,2911.814183,8.620725557, J,12,0.064872742,0.888645401
16062,245940811,1,38.95735461,2944.475576,3.269340374, J,12,0.064613961,0.548170471
16063,245940858,1,9.780874882,2915.076438,3.075625493, J,12,0.035996561,0.001028808
16064,245940992,1,25.53738834,2922.929195,1.604411553, J,12,0.048207465,0.047065237
16065,245941200,1,0.911623169,2906.31894,3.618190343, J,12,0.358661973,0.000584655
16066,245941254,1,9.759531778,2915.104694,3.938472288, J,12,0.042462271,0.899864614
16067,245941309,1,25.1241709,2913.282043,3.57791314, E,12,0.510479028,0.799220015
16068,245941339,1,9.764932723,2915.10339,2.678023825, J,12,0.031163842,0.689147418
16069,245941376,1,30.13075143,2924.112536,1.428758417, J,12,0.108936971,0.763878889
16070,245941470,1,34.52891601,2939.09147,5.326073045, J,12,0.068195522,0.880688523
16071,245941471,1,24.94647915,2905.741869,2.810485155, J,12,0.035535089,0.47731711
16072,245941489,1,9.770313262,2915.117567,1.556196802, J,12,0.039419355,0.098468853
16073,245941606,1,9.754189871,2915.127135,2.548577617, J,12,0.030448626,0.450541963
16074,245941768,1,9.770304646,2915.11917,1.539665313, J,12,0.036346648,0.000946217
16075,245941769,1,13.7752064,2916.970639,0.390070636, J,12,0.064939503,0.084422263
16076,245941804,1,21.15589766,2905.744873,2.698339049, J,12,0.073634258,1.019154922
16077,245941825,1,28.9260718,2905.723621,4.195168149, J,12,0.107590843,1.041505814
16078,245942059,1,26.840999,2930.749121,3.759572085, J,12,0.058797211,0.000517079
16079,245942107,1,34.59049155,2940.094013,6.277396077, E,12,0.226190382,1.070139179
16080,245942110,1,4.878856119,2910.271361,6.304270019, J,12,0.065933842,1.028363016
16081,245942233,1,9.77546299,2915.093144,2.593497905, J,12,0.033264019,0.096312079
16082,245942237,1,0.122632854,2905.585053,0.070636524, J,12,0.08295719,0.01
16083,245942383,1,31.39816573,2930.803017,1.10906323, J,12,0.134391464,0.078886755
16084,245942495,1,6.483163363,2910.691031,5.455599327, E,12,0.303743699,0.649160318
16085,245942776,1,26.28865773,2931.174154,0.89370484, J,12,0.960161803,0.000542587
16086,245943120,1,9.738045377,2915.156662,1.595813512, J,12,0.029491793,0.209211441
16087,245943247,1,4.394876184,2908.86085,3.034864945, J,12,0.040908423,0.375609258
16088,245943251,1,14.45154271,2905.72888,3.9862506, J,12,0.105622573,1.054993653
16089,245943434,1,0.122632854,2905.585049,0.070636524, J,12,0.072334968,0.01
16090,245943455,1,6.339181893,2908.794914,3.3189652, C,12,0.042555506,0.830341128
16091,245943461,1,26.67581969,2905.751421,2.201398614, J,12,0.05621315,0.0005
16092,245943510,1,9.824232396,2915.025932,5.038610908, J,12,0.038216065,0.959551418
16093,245943681,1,26.00886643,2931.484251,2.405934886, J,12,0.429388445,0.000473415
16094,245943891,1,0.102185674,2905.670075,0.058858948, J,12,0.112678462,0.01
16095,245943978,1,28.92922484,2905.721538,3.650860754, J,12,0.059346777,0.005404004
16096,245944035,1,9.81884966,2915.02726,3.654270682, J,12,0.028989088,0.570165147
16097,245944045,1,1.973494026,2907.029014,1.5778571, J,12,0.020567255,0.556617027
16098,245944060,1,9.765074662,2915.13178,2.548042474, J,12,0.116387768,1.054864666
16099,245944339,1,28.86310183,2905.759376,2.100879252, J,12,0.029868687,0.362778926
16100,245944404,1,9.771092747,2915.091273,2.901491204, J,12,0.014405617,0.741219276
16101,245944451,1,28.38851244,2930.741416,3.308347532, J,12,0.037934338,0.59806268
16102,245944654,1,29.44131341,2924.466241,2.113902399, J,12,0.152587682,0.208890227
16103,245944682,1,13.78341762,2916.934328,1.673834371, J,12,0.047515653,0.229044533
16104,245944877,1,9.759560698,2915.111313,2.700944393, J,12,0.027077718,0.801924199
16105,245944977,1,5.139116754,2910.28077,2.3677268, C,12,0.028196874,0.000500094
16106,245944983,1,5.139123448,2910.280539,2.3835762, C,12,0.02808361,0.000328143
16107,245945429,1,30.76722591,2924.163807,0.898813292, J,12,0.264783359,0.03885312
16108,245945482,1,39.05964168,2944.518394,1.423347229, J,12,0.165363317,0.664154514
16109,245945649,1,9.764908098,2915.132024,1.152992771, J,12,0.050711951,0.07949384
16110,245945683,1,9.78096013,2915.107753,4.16475066, J,12,0.032541057,0.033180589
16111,245945979,1,23.15867733,2908.903212,1.963113421, J,12,0.071436824,0.000499996
16112,245946030,1,26.53430975,2913.935602,3.578125043, E,12,0.254051109,0.993652363
16113,245946098,1,0.127701178,2905.700171,0.073555879, J,12,0.04375774,0.01
16114,245946198,1,21.15564085,2905.756536,2.017826294, J,12,0.076892926,0.001601398
16115,245946233,1,26.69953866,2905.744484,5.129055541, J,12,0.043506015,0.716499646
16116,245946347,1,9.759613857,2915.114699,4.107636591, J,12,0.037431652,0.948670159
16117,245946422,1,13.80932993,2916.90376,2.012858701, J,12,0.111834079,1.01572172
16118,245946582,1,9.771336615,2915.08851,3.327518862, J,12,0.048824914,0.609002638
